Name	2013
TQ01	12700
TQ02	19915
TQ05	6500
TQ07	1800
AR05	24122
TM01	11615
TM02	10579
TQ03	43000
TQ04	6372
TQ06	19400
TQ08	20196
TM04	2630
TM05	11629
TM06	4000
TM09	16516
AR01ab	8600
AR02	5400
AR03	5140
AR04	2000
SL05	5000
SL06	16872
SL07	8358
SL08	12095
SL01	7280
SL02_SL03	7095
SL09	23035
SL10	8377
